Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month,"GDP per capita, PPP (constant 2011 international $)","Per capita CO2 emissions","Per capita consumption-based CO2 emissions",Total_CO2_emission
Indonesia,IDN,1973,1.86,0.66,1.12,0.37,0.02,4.029999999999999,124200000,500525999.99999994,January-1973,January,,0.3953148094913626,,49098099.33882724
Indonesia,IDN,1974,1.98,0.7,1.14,0.35,0.02,4.189999999999999,127422000,533898179.9999998,January-1974,January,,0.40202250336826845,,51226511.424191505
Indonesia,IDN,1975,1.98,0.73,1.03,0.39,0.02,4.1499999999999995,130681000,542326149.9999999,January-1975,January,,0.4127038320069977,,53932549.47050646
Indonesia,IDN,1976,2.01,0.74,1.13,0.39,0.02,4.289999999999999,133967000,574718429.9999999,January-1976,January,,0.4612200950671594,,61788272.47586214
Indonesia,IDN,1977,1.93,0.76,1.1,0.4,0.02,4.21,137278000,577940380,January-1977,January,,0.6003616506710774,,82416446.68082416
Indonesia,IDN,1978,1.88,0.81,1.03,0.41,0.02,4.1499999999999995,140622000,583581299.9999999,January-1978,January,,0.6680191043977634,,93938182.49862228
Indonesia,IDN,1979,1.85,1,1.24,0.43,0.01,4.529999999999999,144010000,652365299.9999999,January-1979,January,,0.6606284406181909,,95137101.73342568
Indonesia,IDN,1980,1.8,1.22,1.21,0.37,0.02,4.62,147448000,681209760,January-1980,January,,0.6434336807695742,,94873009.36211218
Indonesia,IDN,1981,1.82,1.27,1.37,0.38,0.01,4.85,150938000,732049300,January-1981,January,,0.6644929005263801,,100297229.41965076
Indonesia,IDN,1982,1.83,1.32,1.41,0.39,0.01,4.96,154468000,766161280,January-1982,January,,0.6835343935006692,,105584190.69526137
Indonesia,IDN,1983,1.61,1.7,1.81,0.57,0.02,5.71,158008992,902231344.32,January-1983,January,,0.6656842101780975,,105184091.04055732
Indonesia,IDN,1984,1.68,1.76,2.11,0.49,0.01,6.05,161523008,977214198.4,January-1984,January,,0.6962508401801832,,112460530.02843046
Indonesia,IDN,1985,1.71,1.96,2.27,0.49,0.01,6.4399999999999995,164982000,1062484079.9999999,January-1985,January,,0.7370363900253805,,121597737.69916733
Indonesia,IDN,1986,1.68,2.07,2.49,0.56,0.01,6.8100000000000005,168374000,1146626940,January-1986,January,,0.7255662045669756,,122166484.12775995
Indonesia,IDN,1987,1.65,2.26,2.47,0.55,0.01,6.9399999999999995,171703008,1191618875.52,January-1987,January,,0.7214722093509045,,123878948.53395604
Indonesia,IDN,1988,1.63,2.35,2.68,0.56,0.01,7.23,174976000,1265076480,January-1988,January,,0.7585138970463886,,132721727.6495889
Indonesia,IDN,1989,1.69,2.52,2.82,0.54,0.01,7.579999999999999,178208992,1350824159.36,January-1989,January,,0.7388749056630727,,131674152.15231128
Indonesia,IDN,1990,1.72,2.85,3.06,0.51,0.01,8.15,181412992,1478515884.8,January-1990,January,4625.3772597013,0.8284185718158356,0.8324183925296499,150285891.7414776
Indonesia,IDN,1991,1.73,3.21,3.17,0.52,0.01,8.639999999999999,184592000,1594874879.9999998,January-1991,January,4859.92632306717,0.9784935058461799,0.9675247891628577,180622073.23115805
Indonesia,IDN,1992,1.88,3.5,3.17,0.54,0.01,9.1,187740000,1708434000,January-1992,January,5088.86885787168,1.0843580174906386,1.0429792915819713,203577374.2036925
Indonesia,IDN,1993,2.14,3.72,3.31,0.59,0.01,9.77,190851008,1864614348.1599998,January-1993,January,5331.06566273875,1.1514864368999702,1.1088964162466124,219762347.1806877
Indonesia,IDN,1994,2.05,4.31,3.46,0.52,0.01,10.35,193916992,2007040867.2,January-1994,January,5642.40286544823,1.1492247929410864,1.1213787855159236,222854214.9789583
Indonesia,IDN,1995,1.9,4.52,2.95,0.49,0.01,9.870000000000001,196934000,1943738580.0000002,January-1995,January,6012.81102693366,1.1503608698919812,1.1358783064081779,226545167.5513074
Indonesia,IDN,1996,2.1,4.82,3.04,0.5,0.01,10.47,199900992,2092963386.24,January-1996,January,6387.01385748148,1.275975787962388,1.2492546402500695,255068825.78166303
Indonesia,IDN,1997,2.16,4.5,3.17,0.54,0.01,10.38,202826000,2105333880.0000002,January-1997,January,6591.19909453828,1.3841238581001047,1.3450418012016134,280736305.64301187
Indonesia,IDN,1998,1.97,3.05,3.06,0.4,0.01,8.49,205724992,1746605182.0800002,January-1998,January,5645.57439683887,1.0497993591959125,0.9224796676402897,215969964.77218422
Indonesia,IDN,1999,1.86,3.04,2.67,0.38,0.01,7.96,208615008,1660575463.68,January-1999,January,5611.21741579876,1.1693879304485801,1.163417558163573,243951872.465634
Indonesia,IDN,2000,2.02,3.98,1.98,0.38,0.01,8.370000000000001,211514000,1770372180.0000002,January-2000,January,5805.808706435,1.2566702997312829,1.2416516282499102,265803361.77736256
Indonesia,IDN,2001,1.91,4.36,1.97,0.44,0.01,8.69,214427008,1863370699.52,January-2001,January,5934.13704964754,1.3875597816794312,1.3460846627435974,297530292.40665364
Indonesia,IDN,2002,1.81,5.13,2.16,0.59,0.01,9.7,217358000,2108372599.9999998,January-2002,January,6115.56787071506,1.414079412855409,1.3978857463762735,307361473.019426
Indonesia,IDN,2003,1.95,5.21,2.23,0.66,0.01,10.06,220308992,2216308459.52,January-2003,January,6319.67041666311,1.4373205987450464,1.4146820901182364,316654652.29035765
Indonesia,IDN,2004,2.28,5.49,2.19,0.56,0.01,10.53,223286000,2351201580,January-2004,January,6546.49432383401,1.5220297169737766,1.4833272469637833,339847927.3842067
Indonesia,IDN,2005,1.89,5.13,2.46,0.53,0.03,10.04,226288992,2271941479.68,January-2005,January,6824.60631146103,1.5172478203387667,1.4825543137558879,343336479.8786566
Indonesia,IDN,2006,2.08,5.66,2.6,0.62,0.03,10.989999999999998,229318000,2520204819.9999995,January-2006,January,7102.11454033631,1.5107549656616632,1.4729751983532104,346443307.21560127
Indonesia,IDN,2007,1.88,5.83,2.59,0.52,0.05,10.870000000000001,232374000,2525905380,January-2007,January,7450.60215836214,1.6218047395687387,1.5727121880890194,376865254.5525461
Indonesia,IDN,2008,2.09,5.92,2.73,0.49,0.02,11.25,235470000,2649037500,January-2008,January,7792.62993124944,1.773311928523028,1.7475502885626357,417561759.8093174
Indonesia,IDN,2009,2.23,6.04,2.73,0.54,0.01,11.549999999999999,238620992,2756072457.6,January-2009,January,8044.97033037879,1.873677781054765,1.8651577636570271,447098850.8036468
Indonesia,IDN,2010,2.43,6.51,2.89,0.48,0.01,12.32,241834000,2979394880,January-2010,January,8433.49735678452,1.7705298178215139,1.794038586272367,428174307.963048
Indonesia,IDN,2011,2.46,6.95,2.96,0.47,0.02,12.860000000000001,245116000,3152191760.0000005,January-2011,January,8837.82012171405,2.0727871993107843,2.076006744849228,508073307.14626217
Indonesia,IDN,2012,2.38,7.16,2.96,0.46,0.01,12.97,248452000,3222422440,January-2012,January,9251.17553694602,2.1186511170297577,2.177532540826048,526383107.32827735
Indonesia,IDN,2013,2.59,7.5,2.98,0.46,0.01,13.540000000000001,251804992,3409439591.6800003,January-2013,January,9643.2748298101,1.6329742721235267,1.769530379237281,411191073.5282705
Indonesia,IDN,2014,2.39,6.4,1.14,0.41,0.01,10.350000000000001,255128000,2640574800.0000005,January-2014,January,10003.0890293448,1.4378767828330763,1.6176565855252691,366842627.8506371
Indonesia,IDN,2015,2.27,6.62,1.25,0.41,0.01,10.56,258383008,2728524564.48,January-2015,January,10367.7019920006,1.9622501164994388,2.0617350745690985,507012087.54947543
Indonesia,IDN,2016,2.61,7.42,1.27,0.42,0.01,11.729999999999999,261556000,3068051879.9999995,January-2016,January,10766.3714478177,2.1436290244186242,2.219497014373873,560679033.1108377
Indonesia,IDN,2017,2.79,7.19,1.24,0.46,0.01,11.690000000000001,264651008,3093770283.5200005,January-2017,January,11188.7440161175,2.2069647972706776,2.2709712365543377,584075458.2182004
Iran,IRN,1961,3.98,1.89,0.05,7.65,0.66,14.23,22480000,319890400,January-1961,January,,1.6240550886267033,,36508758.39232829
Iran,IRN,1962,4.02,1.85,0.05,7.91,0.64,14.469999999999999,23071000,333837370,January-1962,January,,1.622314710829323,,37428422.69354331
Iran,IRN,1963,3.46,1.89,0.05,7.29,0.6,13.29,23680000,314707200,January-1963,January,,1.7442962398536557,,41304934.95973457
Iran,IRN,1964,3.44,1.91,0.05,7.07,0.57,13.04,24308000,316976320,January-1964,January,,1.9548740617715694,,47519078.69354331
Iran,IRN,1965,3.43,1.86,0.05,6.89,0.56,12.790000000000001,24955000,319174450,January-1965,January,,2.1526102256555966,,53718388.18123541
Iran,IRN,1966,3.34,1.81,0.05,6.85,0.54,12.59,25624000,322606160,January-1966,January,,2.501692228194239,,64103361.65524918
Iran,IRN,1967,3.37,2.45,0.05,6.85,0.53,13.249999999999998,26318000,348713499.99999994,January-1967,January,,2.5792592893818966,,67880945.97795275
Iran,IRN,1968,3.36,2.7,0.04,6.88,0.52,13.5,27033000,364945500,January-1968,January,,3.045520770944582,,82329563.00094488
Iran,IRN,1969,3.44,2.94,0.04,6.96,0.56,13.94,27765000,387044100,January-1969,January,,2.9907705609991626,,83038744.62614176
Iran,IRN,1970,3.68,3.21,0.05,6.96,0.54,14.440000000000001,28514000,411742160.00000006,January-1970,January,,3.219031192855119,,91787455.43307087
Iran,IRN,1971,3.92,3.5,0.05,6.58,0.52,14.57,29282000,426638740,January-1971,January,,3.4706587742866404,,101627830.2286614
Iran,IRN,1972,4.16,3.82,0.04,6.48,0.5,15,30075000,451125000,January-1972,January,,3.5250271943704923,,106015192.87069255
Iran,IRN,1973,4.13,3.81,0.04,6.47,0.49,14.94,30906000,461735640,January-1973,January,,4.189325986697789,,129475308.94488189
Iran,IRN,1974,4.39,3.91,0.05,6.56,0.47,15.38,31786000,488868680,January-1974,January,,4.523230501419185,,143775404.71811023
Iran,IRN,1975,4.68,4.19,0.06,7.01,0.46,16.400000000000002,32730000,536772000.00000006,January-1975,January,,4.253405786403189,,139213971.38897637
Iran,IRN,1976,5.48,4.58,0.08,6.99,0.45,17.580000000000002,33734000,593043720.0000001,January-1976,January,,4.6380240608267975,,156459103.6679312
Iran,IRN,1977,5.97,5.04,0.08,7.91,0.44,19.44,34803000,676570320,January-1977,January,,4.704535345848186,,163731943.64155442
Iran,IRN,1978,6.19,6,0.08,7.51,0.43,20.21,35961000,726771810,January-1978,January,,4.507770546074555,,162103936.60738707
Iran,IRN,1979,5.51,6.1,0.03,7.39,0.42,19.45,37237000,724259650,January-1979,January,,4.395447020351689,,163673260.69683585
Iran,IRN,1980,6.18,5.75,0,8.61,0.42,20.96,38650000,810104000,January-1980,January,,3.1193912074315113,,120564470.16722791
Iran,IRN,1981,5.56,7.05,0,8.82,0.41,21.84,40200000,877968000,January-1981,January,,2.799218069196838,,112528566.38171288
Iran,IRN,1982,5.53,6.2,0,9.65,0.4,21.78,41869000,911906820,January-1982,January,,3.2844102040408165,,137514970.83298495
Iran,IRN,1983,6.71,6.4,0,8.46,0.38,21.95,43637000,957832150,January-1983,January,,3.419424600760767,,149213431.3033976
Iran,IRN,1984,5.81,5.92,0,8.41,0.38,20.52,45473000,933105960,January-1984,January,,3.297400147856787,,149942676.9234917
Iran,IRN,1985,4.94,5.54,0,8.32,0.36,19.16,47347000,907168520,January-1985,January,,3.3781888957343438,,159947109.64633396
Iran,IRN,1986,5.6,6.35,0,7.9,0.35,20.200000000000003,49260000,995052000.0000001,January-1986,January,,2.9950475336628375,,147536041.50823137
Iran,IRN,1987,4.45,6.61,0,7.71,0.38,19.15,51194000,980365099.9999999,January-1987,January,,3.098162916222119,,158607352.33307517
Iran,IRN,1988,5.38,6.39,0,6.49,0.36,18.619999999999997,53077000,988293739.9999999,January-1988,January,,3.2991276160327887,,175107796.47617233
Iran,IRN,1989,5.08,7.08,0,6.66,0.39,19.21,54822000,1053130620,January-1989,January,,3.4675495536590892,,190098001.6306986
Iran,IRN,1990,6.13,6.92,0,6.25,0.41,19.71,56366000,1110973860,January-1990,January,11392.5636270212,3.712137520972322,3.1845387880413116,209238343.5071259
Iran,IRN,1991,5.08,7.49,0,7.12,0.47,20.16,57679000,1162808640,January-1991,January,12546.8602044536,3.917443547070433,3.3500661276498165,225954226.3514755
Iran,IRN,1992,4.9,9.59,0,7.05,0.56,22.099999999999998,58780000,1299037999.9999998,January-1992,January,12706.5017065135,3.8611268127838354,3.2952974704731552,226957034.05543384
Iran,IRN,1993,5.51,10.53,0,6.62,0.61,23.27,59724000,1389777480,January-1993,January,12679.6698601828,3.9444214370342188,3.300677130468574,235576625.9054317
Iran,IRN,1994,5.3,10.51,0,6.42,0.55,22.779999999999998,60591000,1380262979.9999998,January-1994,January,12334.5519368117,4.349167003443051,3.58001031118302,263520377.9056179
Iran,IRN,1995,5.11,10.74,0,6.33,0.51,22.69,61443000,1394141670,January-1995,January,12438.970099472,4.4129929369991,3.709395591908727,271147525.0280357
Iran,IRN,1996,6.28,10.93,0,6.68,0.33,24.22,62295000,1508784900,January-1996,January,12868.4555654735,4.398551049249964,3.871577235657641,274007737.61302656
Iran,IRN,1997,6.15,11.47,0,6.67,0.41,24.7,63136000,1559459200,January-1997,January,12698.0113695697,4.230538501889042,3.9174882112309857,267099278.85526654
Iran,IRN,1998,6.08,11.59,0,6.89,0.43,24.990000000000002,63972000,1598660280.0000002,January-1998,January,12732.9160537766,4.7834409033461345,4.361993011501602,306006281.4688589
Iran,IRN,1999,5.03,11.5,0,6.15,0.53,23.21,64801000,1504031210,January-1999,January,12612.4834520956,5.858351493637178,4.426882322278255,379627035.1391828
Iran,IRN,2000,4.32,12.59,0,6.61,0.35,23.87,65623000,1566421010,January-2000,January,13135.4720227502,5.62704347437576,4.303657799749891,369263473.91896045
Iran,IRN,2001,4.89,13.27,0,6.64,0.37,25.17,66449000,1672521330,January-2001,January,13047.4475639039,5.943375566108424,4.742629687238269,394931362.99233866
Iran,IRN,2002,4.43,13.94,0,6.64,0.4,25.409999999999997,67285000,1709711849.9999998,January-2002,January,13812.8312062165,5.912139772806531,4.901969206782049,397798324.6132874
Iran,IRN,2003,5.28,16.15,0,6.08,0.31,27.819999999999997,68123000,1895181859.9999998,January-2003,January,14838.3003209234,6.077146896052415,5.7941575785456045,413993477.9997787
Iran,IRN,2004,5.87,16.8,0,6.16,0.26,29.090000000000003,68951000,2005784590.0000002,January-2004,January,15308.4547866624,6.411649668676152,6.069250723939378,442089656.3048894
Iran,IRN,2005,5.48,17.58,0,6.27,0.25,29.58,69762000,2063559960,January-2005,January,15616.2546585476,6.644447165434432,6.298525273184709,463529923.15503687
Iran,IRN,2006,5.67,19.05,0,5.56,0.27,30.549999999999997,70555000,2155455250,January-2006,January,16211.4740638049,7.14039530138475,6.682531390592061,503790590.489201
Iran,IRN,2007,6.55,20.64,0,4.82,0.29,32.300000000000004,71336000,2304152800.0000005,January-2007,January,17338.1264807958,7.195718758999086,7.055559128195235,513313793.39195883
Iran,IRN,2008,4.78,21.73,0,4.15,0.3,30.960000000000004,72121000,2232866160.0000005,January-2008,January,17187.287626522,7.4168431713322684,7.0989405924173115,534910146.35965455
Iran,IRN,2009,4.93,27.34,0,3.41,0.34,36.019999999999996,72925000,2626758499.9999995,January-2009,January,17162.0533627336,7.499279690680663,6.9980939562905835,546884971.4428874
Iran,IRN,2010,6.17,25.23,0,3.19,0.26,34.849999999999994,73763000,2570640549.9999995,January-2010,January,17942.8328426143,7.646577670249168,7.3294122266885,564034508.6905894
Iran,IRN,2011,5.77,25.94,0,3.41,0.25,35.370000000000005,74635000,2639839950.0000005,January-2011,January,18192.1055960586,7.758290172753972,7.421449671068002,579039987.0434927
Iran,IRN,2012,4.45,24.7,0,3.64,0.24,33.03,75540000,2495086200,January-2012,January,16625.9192212313,7.95186602747814,7.534470903582685,600683959.7156987
Italy,ITA,2004,23.53,15.74,39.64,1.41,5.31,85.63,57948000,4962087240,January-2004,January,37434.1000868702,8.53507697253884,10.458284924932371,494590640.4046807
Italy,ITA,1962,16.48,6.2,8.38,0.87,2.18,34.11000000000001,50442000,1720576620.0000002,January-1962,January,,2.899468404725846,,146254985.2711811
Italy,ITA,2017,15.56,18.88,43.77,0.89,1.85,80.95,60674000,4911560300,January-2017,January,35220.0837894122,5.7519095255426045,7.711002543234582,348991358.552772
Italy,ITA,1995,25.48,18.41,32.88,1.62,5.66,84.05000000000001,57174000,4805474700.000001,January-1995,January,33152.0409902736,7.895778576706495,9.908963793181963,451433244.3446171
Italy,ITA,2005,23.61,15.41,38.69,1.45,5.39,84.55,58281000,4927658550,January-2005,January,37604.360624075,8.484034861299056,10.316977588689625,494458035.7513703
Italy,ITA,2016,16.77,18.63,38.25,0.96,2.07,76.67999999999999,60663000,4651638840,January-2016,January,34655.2627627333,5.827065379853594,7.674263913808204,353487267.1380586
Iran,IRN,2013,3.58,25.38,0,3.69,0.23,32.879999999999995,76482000,2514728159.9999995,January-2013,January,16383.2603498943,7.958866999637779,7.556645438397136,608710065.8662966
Italy,ITA,1963,18.73,7.18,8.15,0.85,2.26,37.17,50856000,1890317520,January-1963,January,,3.2357291058346185,,164556239.40632537
Italy,ITA,1968,23.58,10.74,11.43,0.95,2.47,49.17,52795000,2595930150,January-1968,January,,4.719616637306832,,249172160.36661416
Italy,ITA,2001,23.92,18.28,39.79,1.55,6.59,90.13000000000001,56875000,5126143750.000001,January-2001,January,37162.42333617,8.368628443288868,10.113953046987428,475965742.7120544
Italy,ITA,1970,25.84,11.75,12.88,1.12,2.88,54.470000000000006,53519000,2915179930.0000005,January-1970,January,,5.537557612380798,,296364545.8570079
Italy,ITA,1997,24.2,18.66,35.37,1.63,5.68,85.53999999999999,56904000,4867568160,January-1997,January,34167.0952615886,7.887590900245852,9.587031698746733,448835472.58759
Italy,ITA,2012,20.73,19.02,39.78,1.1,5.89,86.52,59879000,5180731080,January-2012,January,35227.6248251817,6.5570529304957565,8.518902126579324,392629772.4251554
Italy,ITA,2014,19.31,18.48,36.73,0.98,3.16,78.66,60410000,4751850600,January-2014,January,33945.8438783585,5.7696985316616844,7.688305305830525,348547488.29768234
Iran,IRN,2014,4.02,25.9,0,3.29,0.19,33.4,77466000,2587364400,January-2014,January,16924.2006778247,8.286427953465399,7.826282034383272,641916427.8431506
Iran,IRN,2017,5.22,27.52,0,3.08,0.16,35.98,80674000,2902650519.9999995,January-2017,January,19082.619603326,8.502673282553097,7.557549251062348,685944664.3966886
Italy,ITA,1985,26.02,18,27.9,1.51,5.07,78.5,56937000,4469554500,January-1985,January,,6.48054799858642,,368982961.395515
Iran,IRN,2016,4.61,27.16,0,2.79,0.16,34.72,79564000,2762462080,January-2016,January,18497.6743334441,8.20685795210782,7.274345499214896,652970446.1015066
Italy,ITA,1979,25.26,17.68,22.99,1.46,4.73,72.11999999999999,56178000,4051557359.9999995,January-1979,January,,6.857771610386205,,385255893.52827626
Italy,ITA,1996,25.45,18.66,35.84,1.65,5.86,87.46000000000001,57065000,4990904900,January-1996,January,33569.0629900554,7.783863512303674,9.379507081365643,444186171.32960916
Italy,ITA,2006,24.28,13.46,40.32,1.48,5.48,85.02000000000001,58543000,4977325860.000001,January-2006,January,38243.8063277255,8.352871409630433,10.5911867827212,489002150.9339945
Italy,ITA,2011,21.53,18.13,40.12,1.17,5.69,86.64,59589000,5162790960,January-2011,January,36347.3424784176,6.946655171228415,9.453357024669787,413944234.99833006
Italy,ITA,1975,23.31,15.64,18.3,1.08,3.91,62.239999999999995,55265000,3439693599.9999995,January-1975,January,,6.171222945427643,,341052636.0790587
Italy,ITA,1976,23.95,16.4,18.93,1.1,4.03,64.41,55538000,3577202580,January-1976,January,,6.586403694484452,,365795688.38427746
Italy,ITA,1977,24.19,16.6,19.83,1.34,4.33,66.29,55778000,3697523620.0000005,January-1977,January,,6.354080665458923,,354417911.3579678
Italy,ITA,1987,27.35,18.73,29.49,1.51,5.18,82.25999999999999,57008000,4689478079.999999,January-1987,January,,6.667471833705524,,380099234.2958845
Italy,ITA,1992,26.08,19.71,33.27,1.77,5.68,86.50999999999999,57145000,4943613949.999999,January-1992,January,31841.1091489015,7.6516089683421855,9.551946950515532,437251194.4959142
Italy,ITA,1993,26.66,19.47,34.34,1.72,5.66,87.85,57198000,5024844300,January-1993,January,31550.2719115402,7.5272791510284724,9.377394286888784,430545312.88052654
Italy,ITA,2000,24.93,18.94,37.45,1.54,5.8,88.66000000000001,56692000,5026312720.000001,January-2000,January,36535.8187670132,8.295592978966905,10.187159265010516,470293757.1635918
Italy,ITA,2009,23.59,17.35,39.69,1.33,5.68,87.63999999999999,59106000,5180049839.999999,January-2009,January,35710.4200015019,7.049626160450944,9.267093793271881,416675203.8396135
Italy,ITA,1978,24.19,17.31,22.11,1.39,4.55,69.55,55989000,3894034950,January-1978,January,,6.6311981676102905,,371274154.20633256
Italy,ITA,1980,26.22,18.13,24.85,1.43,4.88,75.50999999999999,56349000,4254912989.9999995,January-1980,January,,6.857857966473691,,386433438.55282605
Italy,ITA,1982,25.86,18.6,24.67,1.41,4.73,75.27,56645000,4263669150,January-1982,January,,6.476821000328709,,366879525.56361973
Italy,ITA,1989,27.07,19.38,30.95,1.69,5.29,84.38000000000001,57029000,4812107020.000001,January-1989,January,,7.097138466278259,,404742709.59338284
Italy,ITA,1961,14.85,5.37,7.88,0.82,2.07,30.99,50052000,1551111480,January-1961,January,,2.4849136218270007,,124374896.59968504
Italy,ITA,1967,23.81,10.38,10.34,0.9,2.37,47.8,52433000,2506297400,January-1967,January,,4.465312725979583,,234129742.1612875
Italy,ITA,1972,25.34,13.16,14.85,1.12,3.42,57.89,54259000,3141053510,January-1972,January,,6.049458059424796,,328237544.84633
Italy,ITA,1973,27.4,14.69,15.92,1.06,3.48,62.55,54619000,3416418450,January-1973,January,,6.4693466355473905,,353349243.88696295
Italy,ITA,1991,27.53,19.51,32.16,1.78,5.45,86.43,57088000,4934115840,January-1991,January,31599.1206761956,7.695918731852317,9.98766743206488,439344608.5639851
Italy,ITA,1964,18.25,8.46,9.6,0.84,2.23,39.38,51273000,2019130740.0000002,January-1964,January,,3.4271658860205636,,175721076.47393236
Italy,ITA,1984,26.07,18.28,28.31,1.44,4.84,78.94,56863000,4488765220,January-1984,January,,6.4119305395696875,,364601606.27155113
Italy,ITA,1988,26.93,19.19,30.11,1.57,5.43,83.22999999999999,57018000,4745608139.999999,January-1988,January,,6.769142507798014,,385962967.50962716
Italy,ITA,2013,18.6,18.61,40.28,0.92,5.63,84.04,60167000,5056434680,January-2013,January,34219.8327781897,6.05130927379268,7.94433953139916,364089125.07628417
Italy,ITA,2003,24.67,14.98,40.1,1.42,5.16,86.33,57565000,4969586450,January-2003,January,37090.4052236178,8.52515243243732,10.161204612823742,490750399.77325433
Italy,ITA,2008,22.91,17.04,38.94,1.36,5.73,85.98,58922000,5066113560,January-2008,January,37954.1606640052,7.933742695463079,10.284348384509585,467471987.1020755
Italy,ITA,2015,16.99,18.52,39.07,0.91,2.19,77.67999999999999,60578000,4705699040,January-2015,January,34302.0374026544,5.873165784482309,7.717878837877452,355784636.8923693
Italy,ITA,1965,18.34,10.04,9.59,0.8,2.27,41.04,51677000,2120824080,January-1965,January,,3.6675577034636255,,189528379.44188976
Italy,ITA,1983,26.96,18.67,26.62,1.6,4.82,78.66999999999999,56765000,4465702549.999999,January-1983,January,,6.3139189566995535,,358409609.57705015
Italy,ITA,1986,26.4,18.08,28.27,1.47,5.08,79.3,56984000,4518831200,January-1986,January,,6.3735121559891805,,363188216.69688743
Italy,ITA,2002,24.06,18.01,39.67,1.45,6.07,89.26000000000002,57183000,5104154580.000001,January-2002,January,37199.3523731905,8.350467025117608,10.239039779020016,477504755.8973002
Italy,ITA,1971,26.2,12.16,14.25,1.12,3.12,56.849999999999994,53889000,3063589649.9999995,January-1971,January,,5.7720353655812735,,311049213.81580925
Italy,ITA,1966,21.59,10.72,9.38,0.87,2.34,44.900000000000006,52063000,2337628700.0000005,January-1966,January,,4.110063964890508,,213982260.20409453
Italy,ITA,1969,24.57,10.98,11.27,1.04,2.68,50.53999999999999,53155000,2686453699.9999995,January-1969,January,,5.073106369952088,,269660969.0948032
Italy,ITA,1981,25.88,18.09,25.17,1.4,4.82,75.36000000000001,56505000,4258216800.000001,January-1981,January,,6.641900855851668,,375300607.8598985
Italy,ITA,1990,27.18,19.61,31.86,1.77,5.13,85.55,57048000,4880456400,January-1990,January,31141.9028555525,7.706487616905137,9.714544055868902,439639705.5692043
Italy,ITA,1994,26.99,19.01,34.02,1.74,5.66,87.42,57214000,5001647880,January-1994,January,32222.360688622,7.424941724081925,9.361552330369712,424810615.8016232
Italy,ITA,1998,24.55,18.54,38.06,1.58,5.61,88.34,56743000,5012676620,January-1998,January,34709.2728108162,8.105100354340776,9.82742826091437,459907709.4063586
Italy,ITA,1999,25.72,18.41,37.05,1.58,5.72,88.47999999999999,56656000,5012922879.999999,January-1999,January,35244.7565357214,8.19490836800965,9.968164059232944,464290728.49795467
Italy,ITA,2007,24.05,15.81,40.94,1.4,5.53,87.73,58748000,5153962040,January-2007,January,38612.0116543642,8.154804937338213,10.408287809986836,479078480.4587453
Iran,IRN,2015,4.4,25.49,0,2.58,0.15,32.62,78492000,2560409040,January-2015,January,16500.9005123884,8.164032378253792,7.5455980068038855,640811229.4338967
Italy,ITA,1974,25.3,15.16,17.38,0.92,3.62,62.38,54958000,3428280040,January-1974,January,,6.518670333064656,,358253084.16456735
Italy,ITA,2010,23.13,17.56,41.87,1.23,5.68,89.47,59325000,5307807750,January-2010,January,36201.1615672134,7.186699846658505,9.601275395191504,426350968.4030158
